removed_feature,gain_rank,gain,baseline_map12,map12_after_removal,marginal_contribution,pseudo_important
source_baseline,2,304661.0,0.028580841484573623,0.028162144417531322,0.0004186970670423014,False
candidate_score,3,244729.36837768555,0.028580841484573623,0.028457328542068804,0.00012351294250481995,False
user_avg_price,4,91168.24143218994,0.028580841484573623,0.028811503128064818,-0.00023066164349119442,True
user_recency_days,5,78244.29128265381,0.028580841484573623,0.02914672516835017,-0.0005658836837765455,True
candidate_rank,1,4714382.933078766,0.028580841484573623,0.029423495960949425,-0.0008426544763758016,True
