run_id,created_at,git_commit,feature_set,eval_protocol,best_config,offline_mean_map12,offline_std_map12,fold1_map12,fold2_map12,fold3_map12,fold4_map12,fold5_map12,submission_sha256,note
run_2026-04-27_001_hybrid_multisource,2026-04-27 15:16:11,47b9126,recent+long history + channel + department + age + trend + global,"tuning: 3 folds with customer_cap=40000; offline eval: 5 rolling folds, 7-day window, all customers",local_u40_l7_c5_d5_a5_t5.5_g1.2,0.020833152816925597,0.0019750608022461925,0.019488854665846964,0.018211545328798175,0.02113577373349563,0.022911868498113806,0.022417721858373412,8CF3E85699884B3349591E8974AF9F2E17670C218B0C682EDAFBDD6596682677,baseline upgraded to multi-source recommender; official_public=0.01841; official_private=0.01847
